ads_id,prop_name,completion_year,monthly_rent,location,property_type,rooms,parking,bathroom,size,furnished,facilities,additional_facilities,Column1
102317388,Arte Plus Jalan Ampang,2018,"RM 1,970 per month",Kuala Lumpur - Ampang,Service Residence,2,1,2,700 sq.ft.,Fully Furnished,"Playground, Gymnasium, Parking, Security, Lift, Swimming Pool, Multipurpose hall, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",
105970636,Cubic Botanical,2022,"RM 1,950 per month",Kuala Lumpur - Bangsar South,Service Residence,2,1,1,518 sq.ft.,Fully Furnished,"Security, Sauna, Swimming Pool, Gymnasium, Parking, Playground, Barbeque area, Jogging Track, Multipurpose hall, Lift","Air-Cond, Cooking Allowed, Washing Machine",
106051953,Residensi Rampai,2016,"RM 1,900 per month",Kuala Lumpur - Setapak,Condominium,3,2,2,900 sq.ft.,Fully Furnished,"Security, Swimming Pool, Barbeque area, Playground, Gymnasium, Parking, Lift, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",
106051086,Serini Melawati,2018,"RM 1,900 per month",Kuala Lumpur - Taman Melawati,Service Residence,2,2,2,836 sq.ft.,Not Furnished,"Minimart, Parking, Swimming Pool, Gymnasium, Security, Playground","Cooking Allowed, Air-Cond, Near KTM/LRT",
105733507,Neu Suites,2021,"RM 1,900 per month",Kuala Lumpur - Ampang,Service Residence,2,2,1,430 sq.ft.,Fully Furnished,"Lift, Parking, Playground, Swimming Pool, Security, Multipurpose hall","Air-Cond, Washing Machine, Cooking Allowed",
104112294,Sentul Point Suite Apartment,2020,"RM 1,900 per month",Kuala Lumpur - Sentul,Service Residence,2,1,2,743 sq.ft.,Fully Furnished,"Parking, Security, Gymnasium, Barbeque area, Playground, Swimming Pool, Multipurpose hall",,
106040668,Villa Wangsamas,2010,"RM 1,900 per month",Kuala Lumpur - Wangsa Maju,Condominium,3,,3,1267 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Internet",
105954717,Lido Residency,2016,"RM 1,900 per month",Kuala Lumpur - Cheras,Condominium,3,2,2,987 sq.ft.,Partially Furnished,"Playground, Security, Swimming Pool, Parking, Gymnasium, Lift","Air-Cond, Cooking Allowed, Washing Machine",
105837050,Arte @ Mont Kiara,2020,"RM 1,900 per month",Kuala Lumpur - Mont Kiara,Service Residence,1,1,1,540 sq.ft.,Fully Furnished,"Security, Gymnasium, Multipurpose hall, Swimming Pool, Barbeque area, Parking, Lift","Air-Cond, Cooking Allowed, Washing Machine",
105924963,Tuan Residency,2021,"RM 1,900 per month",Kuala Lumpur - Jalan Kuching,Service Residence,3,2,2,878 sq.ft.,Fully Furnished,"Security, Playground, Barbeque area, Parking, Swimming Pool, Gymnasium, Lift, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",
106015171,Desa Green,2016,"RM 1,900 per month",Kuala Lumpur - Taman Desa,Service Residence,2,1,2,719 sq.ft.,Partially Furnished,,,
106009342,The Holmes 2,2021,"RM 1,900 per month",Kuala Lumpur - Cheras,Condominium,3,2,2,1000 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",
104667801,Suria Jelatek Residence,2010,"RM 1,900 per month",Kuala Lumpur - Ampang Hilir,Condominium,3,1,2,1500 sq.ft.,Fully Furnished,"Parking, Gymnasium, Jogging Track, Playground, Swimming Pool, Security, Minimart, Barbeque area, Multipurpose hall, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",
105295413,Ascenda Residences @ SkyArena Setapak,2017,"RM 1,900 per month",Kuala Lumpur - Setapak,Condominium,2,2,2,1 sq.ft.,Partially Furnished,"Parking, Multipurpose hall, Swimming Pool, Jogging Track, Barbeque area, Security, Gymnasium, Lift, Playground, Minimart","Cooking Allowed, Air-Cond",
105993972,Sunway Velocity TWO,2024,"RM 1,900 per month",Kuala Lumpur - Cheras,Service Residence,1,1,1,250 sq.ft.,Fully Furnished,"Lift, Barbeque area, Gymnasium, Parking, Playground, Jogging Track, Multipurpose hall, Security, Swimming Pool","Air-Cond, Near KTM/LRT",
105989712,Seasons Garden Residences @ Wangsa Maju,2017,"RM 1,900 per month",Kuala Lumpur - Wangsa Maju,Service Residence,4,2,2,850 sq.ft.,Fully Furnished,"Playground, Minimart, Gymnasium, Security, Jogging Track, Multipurpose hall, Parking, Barbeque area, Swimming Pool, Lift",,
105976270,Royal Domain Sri Putramas 2,2007,"RM 1,900 per month",Kuala Lumpur - Jalan Kuching,Condominium,3,1,2,1245 sq.ft.,Partially Furnished,"Parking, Security, Playground, Swimming Pool, Gymnasium, Barbeque area, Tennis Court, Jogging Track, Multipurpose hall, Lift","Air-Cond, Cooking Allowed",
104321346,Neu Suites,2021,"RM 1,890 per month",Kuala Lumpur - Ampang,Service Residence,2,1,1,500 sq.ft.,Fully Furnished,"Multipurpose hall, Parking, Lift, Security, Swimming Pool, Playground, Gymnasium, Sauna, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",
105911871,M Centura,2021,"RM 1,850 per month",Kuala Lumpur - Sentul,Service Residence,3,1,2,900 sq.ft.,Fully Furnished,"Multipurpose hall, Parking, Playground, Swimming Pool, Barbeque area, Security, Lift, Gymnasium, Sauna, Minimart, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",
104653696,Chambers Kuala Lumpur,2022,"RM 1,800 per month",Kuala Lumpur - KL City,Studio,1,,1,450 sq.ft.,Fully Furnished,"Parking, Gymnasium, Swimming Pool, Lift, Multipurpose hall, Playground, Barbeque area, Security, Sauna","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",
106048600,Unio Residence,2021,"RM 1,800 per month",Kuala Lumpur - Kepong,Service Residence,2,2,2,866 sq.ft.,Partially Furnished,"Security, Minimart, Swimming Pool, Gymnasium, Multipurpose hall, Lift, Parking, Playground, Tennis Court, Barbeque area, Sauna","Air-Cond, Cooking Allowed, Near KTM/LRT",
106048275,Rafflesia Sentul Condominium,2016,"RM 1,800 per month",Kuala Lumpur - Sentul,Condominium,3,2,2,1200 sq.ft.,Partially Furnished,"Parking, Jogging Track, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",
106047084,Vista Sentul Residences,2023,"RM 1,800 per month",Kuala Lumpur - Sentul,Service Residence,2,1,2,800 sq.ft.,Fully Furnished,"Swimming Pool, Playground, Parking, Gymnasium, Lift, Multipurpose hall, Security","Air-Cond, Washing Machine",
105989299,Majestic Maxim,2021,"RM 1,800 per month",Kuala Lumpur - Cheras,Service Residence,2,1,2,650 sq.ft.,Fully Furnished,"Lift, Gymnasium, Barbeque area, Parking, Security, Playground, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",
105622638,Platinum Hill PV 6,2008,"RM 1,800 per month",Kuala Lumpur - Setapak,Condominium,4,1,2,1328 sq.ft.,Partially Furnished,"Security, Playground, Parking, Swimming Pool, Gymnasium, Multipurpose hall, Minimart, Lift, Barbeque area, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT",
105853609,Pelangi Kondominium (Sentul),2004,"RM 1,800 per month",Kuala Lumpur - Sentul,Condominium,3,1,2,1266 sq.ft.,Fully Furnished,"Minimart, Jogging Track, Parking, Security, Swimming Pool, Barbeque area, Playground, Gymnasium","Cooking Allowed, Air-Cond, Washing Machine",
106037677,Mizumi Residences,2020,"RM 1,800 per month",Kuala Lumpur - Kepong,Service Residence,4,2,2,932 sq.ft.,Partially Furnished,"Security, Playground, Squash Court, Sauna, Club house, Swimming Pool, Tennis Court, Lift, Multipurpose hall, Gymnasium, Jogging Track, Parking, Minimart","Cooking Allowed, Near KTM/LRT, Washing Machine",
106036917,Suasana Lumayan,2015,"RM 1,800 per month",Kuala Lumpur - Cheras,Condominium,4,1,2,1142 sq.ft.,Partially Furnished,"Minimart, Playground, Sauna, Security, Gymnasium, Lift, Parking","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",
105532664,Sentul Point Suite Apartment,2020,"RM 1,800 per month",Kuala Lumpur - Sentul,Service Residence,2,,2,743 sq.ft.,Fully Furnished,"Security, Multipurpose hall, Parking, Barbeque area, Playground, Swimming Pool, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",
106032607,Residency V,2017,"RM 1,800 per month",Kuala Lumpur - Old Klang Road,Service Residence,2,1,2,645 sq.ft.,Fully Furnished,"Swimming Pool, Playground, Gymnasium, Parking, Barbeque area, Security, Lift, Minimart, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",
105205436,Arte Plus Jalan Ampang,2018,"RM 1,800 per month",Kuala Lumpur - Ampang,Service Residence,2,1,2,850 sq.ft.,Fully Furnished,"Minimart, Gymnasium, Security, Swimming Pool, Lift, Parking, Jogging Track, Playground","Air-Cond, Cooking Allowed, Washing Machine",
106016261,First Residence,2012,"RM 1,800 per month",Kuala Lumpur - Kepong,Condominium,3,1,2,970 sq.ft.,Partially Furnished,"Security, Swimming Pool, Playground, Gymnasium, Barbeque area","Air-Cond, Near KTM/LRT",
106012027,Razak City Residences (RC Residence),2020,"RM 1,800 per month",Kuala Lumpur - Sungai Besi,Service Residence,3,1,3,1062 sq.ft.,Partially Furnished,"Security, Swimming Pool, Barbeque area, Gymnasium, Playground, Jogging Track, Parking, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",
105886050,Pertiwi Indah,,"RM 1,800 per month",Kuala Lumpur - Cheras,Condominium,3,,2,1100 sq.ft.,Fully Furnished,"Security, Parking, Playground",,
105852930,The Scott Garden,2011,"RM 1,800 per month",Kuala Lumpur - Old Klang Road,Service Residence,1,1,2,875 sq.ft.,Fully Furnished,"Parking, Security, Swimming Pool, Gymnasium, Jogging Track, Barbeque area, Playground, Lift, Minimart, Multipurpose hall, Club house","Air-Cond, Cooking Allowed, Washing Machine",
105796711,Kiara East - DEX Suites,2017,"RM 1,800 per month",Kuala Lumpur - KL City,Service Residence,1,1,2,700 sq.ft.,Fully Furnished,"Barbeque area, Parking, Lift, Playground, Swimming Pool, Multipurpose hall, Gymnasium, Jogging Track",,
105710795,Akasia Condominium,,"RM 1,800 per month",Kuala Lumpur - Bukit Jalil,Condominium,3,2,2,1140 sq.ft.,Not Furnished,"Security, Lift, Swimming Pool, Playground, Parking, Gymnasium","Air-Cond, Cooking Allowed",
105989404,Spring Avenue @ Kuchai Lama,2016,"RM 1,800 per month",Kuala Lumpur - Pantai,Service Residence,3,,2,986 sq.ft.,Partially Furnished,"Playground, Lift, Security, Parking, Swimming Pool, Gymnasium, Sauna, Multipurpose hall",Air-Cond,
104977299,Bayu Sentul Condominium,2015,"RM 1,800 per month",Kuala Lumpur - Sentul,Condominium,3,2,2,1363 sq.ft.,Partially Furnished,"Playground, Parking, Swimming Pool, Security, Minimart, Gymnasium, Multipurpose hall, Lift, Sauna, Barbeque area, Club house, Jogging Track","Cooking Allowed, Air-Cond, Near KTM/LRT",
105979473,Lakeville Residence,2017,"RM 1,800 per month",Kuala Lumpur - Jalan Ipoh,Condominium,3,2,2,978 sq.ft.,Partially Furnished,"Playground, Gymnasium, Jogging Track, Barbeque area, Club house, Swimming Pool, Security, Multipurpose hall, Parking","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",
105747123,Unio Residence,2021,"RM 1,800 per month",Kuala Lumpur - Kepong,Service Residence,2,1,2,866 sq.ft.,Partially Furnished,"Playground, Swimming Pool, Lift, Multipurpose hall, Minimart, Security, Gymnasium, Tennis Court, Barbeque area, Parking","Air-Cond, Near KTM/LRT",
104413717,Rivercity Condominium,2007,"RM 1,799 per month",Kuala Lumpur - Jalan Ipoh,Condominium,3,,2,1215 sq.ft.,Fully Furnished,"Parking, Playground, Swimming Pool, Lift, Security, Gymnasium, Jogging Track","Air-Cond, Near KTM/LRT, Washing Machine",
105776630,Spring Avenue condominium,,"RM 1,750 per month",Kuala Lumpur - Kuchai Lama,Condominium,3,2,2,1000 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall","Cooking Allowed, Air-Cond",
105292776,Sofiya Residences,2019,"RM 1,750 per month",Kuala Lumpur - Desa ParkCity,Condominium,3,1,2,900 sq.ft.,Partially Furnished,"Playground, Parking, Security, Lift, Swimming Pool, Multipurpose hall, Gymnasium, Sauna","Air-Cond, Cooking Allowed, Washing Machine",
105842153,Sinaran Wangsa Maju,2022,"RM 1,750 per month",Kuala Lumpur - Wangsa Maju,Service Residence,2,1,2,725 sq.ft.,Partially Furnished,"Parking, Security, Multipurpose hall, Playground, Gymnasium, Swimming Pool, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT",
106041645,Shamelin Bestari,,"RM 1,730 per month",Kuala Lumpur - Cheras,Condominium,3,1,2,1040 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",
104386946,Spring Avenue @ Kuchai Lama,2016,"RM 1,700 per month",Kuala Lumpur - Pantai,Service Residence,3,,2,1000 sq.ft.,Partially Furnished,"Security, Parking, Playground, Swimming Pool",Air-Cond,
106009056,Kiara East - DEX Suites,2017,"RM 1,700 per month",Kuala Lumpur - KL City,Service Residence,2,1,1,698 sq.ft.,Fully Furnished,"Parking, Gymnasium, Lift, Multipurpose hall, Swimming Pool, Jogging Track, Barbeque area, Playground","Air-Cond, Cooking Allowed, Washing Machine",
106043010,Vista Sentul Residences,2023,"RM 1,700 per month",Kuala Lumpur - Sentul,Service Residence,3,1,2,958 sq.ft.,Partially Furnished,"Swimming Pool, Multipurpose hall, Gymnasium, Parking, Playground, Security, Lift","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",
105328930,Danau Kota Suite Apartments,2018,"RM 1,700 per month",Kuala Lumpur - Setapak,Apartment,3,,2,829 sq.ft.,Fully Furnished,"Gymnasium, Playground, Barbeque area, Multipurpose hall, Lift, Parking, Security, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine",
105887684,The Hamstead,,"RM 1,700 per month",Kuala Lumpur - Cheras,Condominium,3,2,2,947 sq.ft.,Partially Furnished,"Lift, Security, Parking, Swimming Pool, Gymnasium, Playground","Cooking Allowed, Washing Machine",
106038475,First Residence,2012,"RM 1,700 per month",Kuala Lumpur - Kepong,Condominium,3,1,2,980 sq.ft.,Partially Furnished,"Playground, Swimming Pool, Gymnasium, Security, Barbeque area",,
105500717,D'Suria Condominium,2015,"RM 1,700 per month",Kuala Lumpur - Ampang,Condominium,3,1,2,1060 sq.ft.,Partially Furnished,"Swimming Pool, Lift, Multipurpose hall, Parking, Playground, Security, Gymnasium, Jogging Track","Air-Cond, Cooking Allowed",
106016592,Angkasa Condominiums,2005,"RM 1,700 per month",Kuala Lumpur - Cheras,Condominium,3,1,2,930 sq.ft.,Partially Furnished,"Minimart, Swimming Pool, Security, Gymnasium, Tennis Court, Parking, Playground","Air-Cond, Washing Machine",
105795441,The Hipster @ Taman Desa,2022,"RM 1,700 per month",Kuala Lumpur - Taman Desa,Condominium,3,2,2,1000 sq.ft.,Partially Furnished,"Lift, Security, Swimming Pool, Gymnasium, Parking, Minimart, Playground, Squash Court, Jogging Track, Barbeque area",,
106006917,Warisan City View,2005,"RM 1,700 per month",Kuala Lumpur - Cheras,Condominium,3,1,2,910 sq.ft.,Fully Furnished,"Parking, Security, Minimart, Swimming Pool, Playground, Jogging Track",,
105226582,Residensi Jalan Jubilee,2020,"RM 1,700 per month",Kuala Lumpur - KL City,Apartment,3,1,2,1017 sq.ft.,Fully Furnished,"Playground, Swimming Pool, Parking, Gymnasium, Lift, Multipurpose hall, Security","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",
105988651,Kiara East - DEX Suites,2017,"RM 1,700 per month",Kuala Lumpur - KL City,Service Residence,2,1,1,698 sq.ft.,Fully Furnished,"Jogging Track, Lift, Barbeque area, Gymnasium, Multipurpose hall, Parking, Playground, Swimming Pool, Security","Air-Cond, Cooking Allowed, Near KTM/LRT",
105980222,Platinum Lake PV 21,2016,"RM 1,700 per month",Kuala Lumpur - Setapak,Service Residence,2,2,2,900 sq.ft.,Fully Furnished,"Minimart, Swimming Pool, Club house, Playground, Parking, Security, Gymnasium, Lift",,
105757379,Razak City Residences (RC Residence),2020,"RM 1,700 per month",Kuala Lumpur - Sungai Besi,Service Residence,3,1,3,1000 sq.ft.,Fully Furnished,"Gymnasium, Lift, Playground, Jogging Track, Barbeque area, Swimming Pool, Parking, Security","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",
105732680,Platinum Lake PV 15,2012,"RM 1,700 per month",Kuala Lumpur - Setapak,Condominium,3,1,2,1313 sq.ft.,Partially Furnished,"Multipurpose hall, Swimming Pool, Barbeque area, Security, Minimart, Parking, Gymnasium, Tennis Court, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",
106014180,Skyville @ Benteng 8,2017,"RM 1,699 per month",Kuala Lumpur - Old Klang Road,Service Residence,3,2,3,1000 sq.ft.,Partially Furnished,"Barbeque area, Gymnasium, Lift, Parking, Playground, Security, Swimming Pool, Sauna","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",
105998920,The Tamarind @ Sentul East,2005,"RM 1,699 per month",Kuala Lumpur - Sentul,Condominium,2,,2,1115 sq.ft.,Fully Furnished,"Security, Gymnasium, Tennis Court, Playground, Swimming Pool, Barbeque area, Parking, Minimart","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",
105878563,Vista Wirajaya 2 @ PV9,2022,"RM 1,699 per month",Kuala Lumpur - Setapak,Condominium,3,1,2,850 sq.ft.,Partially Furnished,"Parking, Playground, Swimming Pool, Lift, Multipurpose hall, Security, Minimart","Cooking Allowed, Near KTM/LRT, Washing Machine",
105974093,Condominium Akasia Bukit Jalil,2023,"RM 1,650 per month",Kuala Lumpur - Bukit Jalil,Condominium,3,2,2,1200 sq.ft.,Partially Furnished,"Parking, Jogging Track, Security, Lift, Swimming Pool, Playground, Barbeque area, Multipurpose hall","Cooking Allowed, Near KTM/LRT",
105983343,Mentari Condominium,,"RM 1,650 per month",Kuala Lumpur - Cheras,Condominium,3,1,2,1000 sq.ft.,Fully Furnished,"Gymnasium, Security, Parking, Playground, Swimming Pool, Barbeque area, Lift, Sauna, Minimart, Jogging Track","Cooking Allowed, Washing Machine",
105796654,Residensi Metro Kepong,2023,"RM 1,600 per month",Kuala Lumpur - Kepong,Apartment,3,1,2,803 sq.ft.,Partially Furnished,"Parking, Playground, Lift, Multipurpose hall","Cooking Allowed, Washing Machine",
106050295,Kestana Condominium,2003,"RM 1,600 per month",Kuala Lumpur - Bandar Menjalara,Condominium,3,1,2,960 sq.ft.,Fully Furnished,"Security, Parking, Minimart, Playground, Barbeque area, Swimming Pool, Squash Court",,
105606055,Platinum Splendor Residensi Semarak,2020,"RM 1,600 per month",Kuala Lumpur - Keramat,Condominium,4,2,2,1065 sq.ft.,Not Furnished,"Minimart, Gymnasium, Squash Court, Lift, Sauna, Parking, Security, Playground, Swimming Pool, Tennis Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",
106040625,Maxim Citylights @ Sentul KL,2017,"RM 1,600 per month",Kuala Lumpur - Sentul,Service Residence,3,2,2,1009 sq.ft.,Partially Furnished,"Parking, Swimming Pool, Security, Jogging Track, Minimart, Playground, Lift, Multipurpose hall",Cooking Allowed,
106011052,M Centura,2021,"RM 1,600 per month",Kuala Lumpur - Sentul,Service Residence,4,2,2,1001 sq.ft.,Fully Furnished,"Parking, Playground, Multipurpose hall, Security, Swimming Pool, Barbeque area, Lift, Minimart, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",
106005791,Residensi Suria Pantai,2020,"RM 1,600 per month",Kuala Lumpur - Pantai,Apartment,3,1,2,807 sq.ft.,Partially Furnished,"Swimming Pool, Parking, Playground, Security, Minimart, Multipurpose hall, Lift","Air-Cond, Near KTM/LRT, Washing Machine, Cooking Allowed",
105896432,Angkasa Condominiums,2005,"RM 1,600 per month",Kuala Lumpur - Cheras,Condominium,3,1,2,920 sq.ft.,Fully Furnished,"Security, Playground, Swimming Pool, Gymnasium, Tennis Court, Parking, Minimart",,
105992909,Vista Sentul Residences,2023,"RM 1,600 per month",Kuala Lumpur - Sentul,Service Residence,3,1,2,958 sq.ft.,Partially Furnished,"Swimming Pool, Parking, Playground, Multipurpose hall, Security, Gymnasium, Lift","Air-Cond, Cooking Allowed",
105857593,The Loft @ ZetaPark,2014,"RM 1,600 per month",Kuala Lumpur - Setapak,Service Residence,1,1,1,650 sq.ft.,Fully Furnished,"Parking, Gymnasium, Security, Swimming Pool, Jogging Track, Sauna, Multipurpose hall, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",
105173195,Kiara East - DEX Suites,2017,"RM 1,600 per month",Kuala Lumpur - KL City,Condominium,2,1,1,698 sq.ft.,Fully Furnished,"Multipurpose hall, Gymnasium, Jogging Track, Parking, Playground, Security, Lift, Swimming Pool, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",
105879504,Sky Awani Residensi,2019,"RM 1,600 per month",Kuala Lumpur - Sentul,Condominium,3,1,2,800 sq.ft.,Partially Furnished,"Parking, Security, Swimming Pool, Playground, Lift, Minimart, Gymnasium","Air-Cond, Cooking Allowed",
105970776,Danau Idaman,2000,"RM 1,600 per month",Kuala Lumpur - Taman Desa,Condominium,3,1,2,938 sq.ft.,Partially Furnished,"Tennis Court, Squash Court, Parking, Security, Swimming Pool, Sauna, Minimart, Playground, Gymnasium, Lift, Multipurpose hall","Air-Cond, Cooking Allowed",
105944227,Sentul Point Suite Apartment,2020,"RM 1,600 per month",Kuala Lumpur - Sentul,Service Residence,2,1,2,743 sq.ft.,Partially Furnished,"Playground, Gymnasium, Barbeque area, Multipurpose hall, Parking, Security, Swimming Pool",Air-Cond,
105836177,Cubic Botanical,2022,"RM 1,550 per month",Kuala Lumpur - Bangsar South,Service Residence,1,,1,250 sq.ft.,Fully Furnished,"Gymnasium, Barbeque area, Sauna, Parking, Playground, Swimming Pool, Jogging Track, Multipurpose hall, Security","Air-Cond, Near KTM/LRT, Internet",
105947029,Residensi Desa Satumas,2021,"RM 1,550 per month",Kuala Lumpur - Taman Desa,Condominium,3,1,2,900 sq.ft.,Fully Furnished,"Playground, Security, Lift, Parking, Multipurpose hall",,
105916253,Sri Jati II (OKR),2007,"RM 1,550 per month",Kuala Lumpur - Old Klang Road,Condominium,3,1,2,1240 sq.ft.,Partially Furnished,"Swimming Pool, Parking, Playground, Lift, Security, Gymnasium, Jogging Track, Multipurpose hall, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Internet, Washing Machine",
106009553,The Valley @ SkySierra,2023,"RM 1,500 per month",Kuala Lumpur - Setiawangsa,Condominium,1,,1,400 sq.ft.,Fully Furnished,"Lift, Barbeque area, Parking, Gymnasium, Tennis Court, Multipurpose hall, Security, Playground, Jogging Track, Swimming Pool, Sauna","Air-Cond, Cooking Allowed",
106051474,Mercu Jalil,2022,"RM 1,500 per month",Kuala Lumpur - Sri Petaling,Apartment,3,1,2,1000 sq.ft.,Partially Furnished,"Jogging Track, Parking, Playground, Multipurpose hall, Security, Lift, Minimart","Cooking Allowed, Near KTM/LRT, Washing Machine",
105248417,Danau Idaman,2000,"RM 1,500 per month",Kuala Lumpur - Taman Desa,Condominium,3,1,2,936 sq.ft.,Fully Furnished,"Security, Swimming Pool, Tennis Court, Squash Court, Minimart, Parking, Playground, Gymnasium, Sauna",,
105918641,Vista Sentul Residences,2023,"RM 1,500 per month",Kuala Lumpur - Sentul,Service Residence,3,1,2,1000 sq.ft.,Partially Furnished,"Lift, Security, Playground, Multipurpose hall, Parking, Gymnasium, Swimming Pool, Barbeque area, Minimart, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT",
106048773,PPA1M Mercu Jalil,2022,"RM 1,500 per month",Kuala Lumpur - Bukit Jalil,Apartment,3,,2,1000 sq.ft.,Partially Furnished,"Multipurpose hall, Playground, Parking, Security, Jogging Track, Lift, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT",
106048640,Ketumbar Hill,,"RM 1,500 per month",Kuala Lumpur - Cheras,Condominium,4,1,2,1200 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",
105999727,Trion @ KL,2025,"RM 1,500 per month",Kuala Lumpur - Sungai Besi,Condominium,1,,1,300 sq.ft.,Fully Furnished,"Jogging Track, Sauna, Parking, Swimming Pool, Multipurpose hall, Security, Gymnasium, Barbeque area, Playground","Air-Cond, Near KTM/LRT",
105897151,Pandan Heights Condominium,,"RM 1,500 per month",Kuala Lumpur - Cheras,Condominium,3,1,2,1000 sq.ft.,Fully Furnished,"Swimming Pool, Security, Parking, Playground, Jogging Track, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT",
106044018,The Luxe by Infinitum,2020,"RM 1,500 per month",Kuala Lumpur - KL City,Condominium,1,,1,100 sq.ft.,Fully Furnished,"Barbeque area, Parking, Security, Gymnasium, Sauna, Playground, Swimming Pool, Lift",,
